,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerDisplayName,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,body_text
35,,,"<p>The second thing that has helped me is <strong>the 10x5x2 approach</strong> (it may have another name). The theory is that you write for 10 minutes, take 2 mintues off, then repeat 5 times (filling an hour). The idea is that the schedule will make you focus, but give you time to deal with necessary distractions if necessary - often I use the two minutes to stare at the ceiling and think. I wrote a little timer application to help me and use it every time I write now.</p>

<p>At the end of an hour (if I'm going to write more), I'll take a bio-break or get some coffee. I found that I can string up to 3 of these back to back before I need a longer break, but that I can do up to 6 in a day if I'm really pushing.</p>
",,5,,2010-11-18T21:29:14.590,,46,2010-11-18T21:29:14.590,,,,,47,38,2,10,,,,"The second thing that has helped me is the 10x5x2 approach (it may have another name). The theory is that you write for 10 minutes, take 2 mintues off, then repeat 5 times (filling an hour). The idea is that the schedule will make you focus, but give you time to deal with necessary distractions if necessary - often I use the two minutes to stare at the ceiling and think. I wrote a little timer application to help me and use it every time I write now.
At the end of an hour (if I'm going to write more), I'll take a bio-break or get some coffee. I found that I can string up to 3 of these back to back before I need a longer break, but that I can do up to 6 in a day if I'm really pushing.
"
36,58,8,"<p>Is it too late to jump on the zombie bandwagon? There are loads of stories about the possible popular outcome of an apocalypse, is it possible to squeeze anything more out of it? </p>

<p>Or, maybe it would be a good idea to make a parody of the genre after it's all squeezed out dry?</p>
",,8,,2010-11-18T21:29:59.953,1,47,2014-12-23T20:30:21.357,2014-12-23T20:30:21.357,,26,,46,,1,10,<fiction><genre>,Jumping on the Zombie bandwagon,288,"Is it too late to jump on the zombie bandwagon? There are loads of stories about the possible popular outcome of an apocalypse, is it possible to squeeze anything more out of it? 
Or, maybe it would be a good idea to make a parody of the genre after it's all squeezed out dry?
"
37,,,"<p>Quite simply: Block off the Internet as you write.  For me, that involves turning off my secondary monitor so I can't see the taskbar.  For you, it might involve physically unplugging the ethernet cable from the back of your computer.</p>

<p>I can't even begin to describe the difference this makes for me when I write.</p>
",,2,,2010-11-18T21:30:15.990,,48,2010-11-18T21:30:15.990,,,,,7,38,2,14,,,,"Quite simply: Block off the Internet as you write.  For me, that involves turning off my secondary monitor so I can't see the taskbar.  For you, it might involve physically unplugging the ethernet cable from the back of your computer.
I can't even begin to describe the difference this makes for me when I write.
"
38,,,"<p>My most available writing time is between ""waking up"" and ""leaving for work"", that usually gives me between 30 and 60 minutes each day, usually good for 300-400 words (and a quick read of the last two days worth of writing). However, I suspect that is not a scalable method.</p>
",,1,,2010-11-18T21:31:20.297,,49,2010-11-18T21:31:20.297,,,,,51,38,2,3,,,,"My most available writing time is between ""waking up"" and ""leaving for work"", that usually gives me between 30 and 60 minutes each day, usually good for 300-400 words (and a quick read of the last two days worth of writing). However, I suspect that is not a scalable method.
"
39,62,19,"<p>Writing is writing, but I am not confident enough to take on creating a whole world from scratch.  Will writing fanfic or writing in other shared world spaces be beneficial, or will it simply allow me to get into some bad habits?</p>
",,4,,2010-11-18T21:36:29.573,7,50,2018-07-16T22:21:09.160,2018-07-12T23:57:18.380,,26,,49,,1,31,<fiction><fan-fiction>,Fan Fiction: a crutch or a good start?,3789,"Writing is writing, but I am not confident enough to take on creating a whole world from scratch.  Will writing fanfic or writing in other shared world spaces be beneficial, or will it simply allow me to get into some bad habits?
"
40,,,"<p>As the other answers suggest, this is largely an approach to be decided upon by the author – it will work for some, and not for others.</p>

<p>Stephen King said in <em>On Writing</em> that he preferred to get the story out and focus on theme afterwards.  In fact, he considered it a part of revising and editing.</p>

<p>I tend to agree with him, in that I have discovered that the more I focus on the moral point or theme or moral of the story being told, the less I focus on the really meaningful interaction of the characters with each other and their world.</p>
",,0,,2010-11-18T21:37:38.917,,51,2018-04-29T19:28:53.823,2018-04-29T19:28:53.823,user29032,,,16,5,2,8,,,,"As the other answers suggest, this is largely an approach to be decided upon by the author – it will work for some, and not for others.
Stephen King said in On Writing that he preferred to get the story out and focus on theme afterwards.  In fact, he considered it a part of revising and editing.
I tend to agree with him, in that I have discovered that the more I focus on the moral point or theme or moral of the story being told, the less I focus on the really meaningful interaction of the characters with each other and their world.
"
41,,,"<p>A quick counting in my ebooks shows 3000-4000, of course there are authors who prefer extremely short or extremely long. </p>

<p>I myself write about 2000 words per chapter, it seems 'just right' for me.</p>
",,0,,2010-11-18T21:40:58.450,,52,2010-11-18T21:40:58.450,,,,,46,41,2,4,,,,"A quick counting in my ebooks shows 3000-4000, of course there are authors who prefer extremely short or extremely long. 
I myself write about 2000 words per chapter, it seems 'just right' for me.
"
42,265,2,"<p>Writing is something that I have wanted to do for some time, and I know that I don't currently have the skill set to do more than putter.  Are there any shared world story sites that exist?  A collaborative site for me to get my feet wet handling a supporting character or two, rather than trying to wrangle the whole plot, would be ideal.</p>
",,3,,2010-11-18T21:41:00.643,5,53,2018-05-31T17:32:38.780,2018-05-31T14:34:13.673,,31570,,49,,1,13,<fiction><collaboration><shared><world-building>,Shared worlds: are there any good collaborative sites out there?,241,"Writing is something that I have wanted to do for some time, and I know that I don't currently have the skill set to do more than putter.  Are there any shared world story sites that exist?  A collaborative site for me to get my feet wet handling a supporting character or two, rather than trying to wrangle the whole plot, would be ideal.
"
43,109,8,"<p>One of the major mantras of writing fiction is ""show, don't tell"".</p>

<p>Is it ever okay to tell?  When?</p>
",,1,,2010-11-18T21:41:41.570,10,54,2018-03-07T08:56:10.440,2018-03-07T08:56:10.440,,23159,,7,,1,38,<style><description><showing-telling>,"When is it okay to ""tell"", instead of ""show""?",2327,"One of the major mantras of writing fiction is ""show, don't tell"".
Is it ever okay to tell?  When?
"
44,,,"<p>Other answers address the differences between first and third person narration but ignore the last type of narration available to a writer - second person narration. Telling a story by dictating to the reader what he or she (the reader) is doing, can create an uncanny, mysterious, eerie and hypnotic effect on the atmosphere of the narrative.</p>

<p>Of course, this is a difficult effect to achieve and if done poorly it can make a story difficult to read.</p>

<p>See Carlos Fuentes' short story <em>Aura</em> for a great example of this type of narration.</p>
",,4,,2010-11-18T21:44:05.617,,55,2010-11-18T21:44:05.617,,,,,27,2,2,3,,,,"Other answers address the differences between first and third person narration but ignore the last type of narration available to a writer - second person narration. Telling a story by dictating to the reader what he or she (the reader) is doing, can create an uncanny, mysterious, eerie and hypnotic effect on the atmosphere of the narrative.
Of course, this is a difficult effect to achieve and if done poorly it can make a story difficult to read.
See Carlos Fuentes' short story Aura for a great example of this type of narration.
"
